clave,affiliations,intl_afil,authors,docs,book,chapter,conference,journal,q1q2,cites_3y,q3q4
1409-2012,2,0,4,0,0,0,0,1,1,0,0
1409-2013,7,0,8,1,0,0,0,2,0,1,2
1409-2014,0,0,0,0,0,0,0,0,0,0,0
1410-2007,7,0,11,0,0,0,0,2,2,0,0
1410-2008,3,0,10,0,0,0,0,1,1,0,0
1410-2009,13,2,24,2,0,0,0,4,3,8,1
1410-2010,0,0,0,0,0,0,0,0,0,0,0
1410-2011,13,2,23,2,0,0,0,3,3,6,0
1410-2012,2,0,7,0,0,0,0,1,0,0,1
1410-2013,17,3,40,0,0,0,2,3,3,0,0
1410-2014,12,2,40,2,0,4,0,3,2,2,1
1411-2007,5,0,12,3,0,0,3,1,1,5,0
1411-2008,2,0,4,1,0,2,0,0,2,1,0
1411-2009,5,0,10,2,0,2,1,1,3,5,0
1411-2010,14,4,32,5,0,2,4,1,3,5,0
1411-2011,9,4,21,2,0,0,3,1,1,4,0
1411-2012,24,12,65,6,0,0,8,3,1,11,2
1411-2013,9,3,22,2,0,1,1,3,3,5,0
1411-2014,14,6,41,4,0,3,0,4,4,8,0
1412-2007,0,0,0,0,0,0,0,0,0,0,0
1412-2008,7,2,14,3,0,0,3,0,0,6,0
1412-2009,15,3,24,4,0,0,2,3,3,9,0
1412-2010,31,13,50,6,0,0,6,4,3,8,1
1412-2011,14,2,30,2,1,0,3,1,1,4,0
1412-2012,10,4,23,3,0,0,3,1,1,5,0
1412-2013,5,1,23,2,0,0,3,1,1,10,0
1412-2014,36,14,94,12,1,0,6,7,6,25,1
1413-2007,6,0,12,1,0,0,2,1,1,1,0
1413-2008,4,1,7,1,0,0,0,2,2,1,0
1413-2009,0,0,0,0,0,0,0,0,0,0,0
1413-2010,9,1,26,5,0,0,0,5,5,12,0
1413-2011,1,0,4,0,0,0,0,1,1,0,0
1413-2012,4,1,13,1,0,0,0,3,3,1,0
1413-2013,4,1,11,1,0,0,0,2,2,2,0
1413-2014,4,2,8,0,0,0,0,2,1,0,1
1414-2007,2,0,3,1,0,0,0,1,1,1,0
1414-2008,3,0,3,0,0,0,0,1,1,0,0
1414-2009,2,0,4,1,0,0,0,1,1,6,0
1414-2010,2,0,4,0,0,0,0,1,1,0,0
1414-2011,4,2,8,0,0,0,0,2,2,0,0
1414-2012,0,0,0,0,0,0,0,0,0,0,0
1414-2013,2,0,2,0,0,0,0,1,1,0,0
1414-2014,3,1,5,0,0,0,0,1,1,0,0
1416-2007,14,0,13,0,0,1,2,0,0,0,0
1416-2008,4,0,5,0,0,0,0,1,0,0,1
1416-2009,9,0,12,0,0,0,0,2,1,0,1
1416-2010,7,0,9,0,0,0,1,1,1,0,0
1416-2011,3,0,4,1,0,0,0,1,1,1,0
1416-2012,0,0,0,0,0,0,0,0,0,0,0
1416-2013,0,0,0,0,0,0,0,0,0,0,0
1416-2014,0,0,0,0,0,0,0,0,0,0,0
1417-2007,5,3,18,1,0,0,0,2,2,2,0
1417-2008,2,1,5,1,0,0,0,1,1,1,0
1417-2009,0,0,0,0,0,0,0,0,0,0,0
1417-2010,0,0,0,0,0,0,0,0,0,0,0
1417-2011,3,2,5,0,0,0,0,1,1,0,0
1417-2012,2,0,7,0,0,0,0,1,1,0,0
1417-2013,0,0,0,0,0,0,0,0,0,0,0
1417-2014,5,2,14,0,0,0,0,2,1,0,1
1418-2007,1,0,4,0,0,0,0,1,0,0,1
1418-2008,7,1,20,2,0,0,0,4,2,5,2
1418-2009,3,1,9,1,0,1,0,1,1,1,0
1418-2010,10,3,31,1,0,3,0,2,1,1,1
1418-2011,8,5,14,0,0,0,1,1,0,0,1
1418-2012,7,0,15,1,0,0,0,3,3,1,0
1418-2013,7,0,19,4,0,0,0,4,4,5,0
1418-2014,6,1,23,3,0,0,0,4,4,5,0
1419-2007,14,7,19,3,0,0,7,0,0,7,0
1419-2008,10,1,18,1,0,0,7,1,1,1,0
1419-2009,8,1,13,1,0,0,4,2,2,1,0
1419-2010,9,2,11,2,0,0,5,1,1,3,0
1419-2011,6,3,7,1,0,0,2,1,1,1,0
1419-2012,7,2,7,0,0,0,1,2,0,0,2
1419-2013,10,3,15,0,0,0,4,2,2,0,0
1419-2014,3,1,3,0,0,0,1,0,0,0,0
1420-2007,2,0,9,1,0,1,1,0,1,1,0
1420-2008,4,1,10,0,0,0,2,0,0,0,0
1420-2009,2,0,5,0,0,0,1,0,0,0,0
1420-2010,4,0,7,0,0,0,0,2,1,0,1
1420-2011,8,0,22,1,0,0,2,1,0,1,1
1420-2012,5,0,7,1,0,1,1,0,1,1,0
1420-2013,8,0,16,2,0,2,0,1,2,3,0
1420-2014,12,0,27,2,0,1,1,4,3,4,1
1421-2007,0,0,0,0,0,0,0,0,0,0,0
1421-2008,2,1,6,0,0,1,0,0,1,0,0
1421-2009,0,0,0,0,0,0,0,0,0,0,0
1421-2010,0,0,0,0,0,0,0,0,0,0,0
1421-2011,0,0,0,0,0,0,0,0,0,0,0
1421-2012,4,1,6,1,0,0,0,1,1,2,0
1421-2013,6,1,17,1,0,0,2,1,1,1,0
1421-2014,6,0,15,1,0,0,1,2,1,1,1
1422-2007,3,1,8,0,0,1,0,1,2,0,0
1422-2008,15,2,44,0,0,2,7,0,2,0,0
1422-2009,6,2,14,0,0,0,1,1,1,0,0
1422-2010,10,2,17,0,0,0,3,0,0,0,0
1422-2011,11,2,26,1,0,1,1,3,3,1,0
1422-2012,5,1,14,1,0,0,1,2,1,1,1
1422-2013,8,0,30,4,0,1,3,4,3,13,1
1422-2014,3,0,9,2,0,0,1,2,1,5,1
1423-2007,7,0,11,0,0,0,0,2,2,0,0
1423-2008,3,0,10,0,0,0,0,1,1,0,0
1423-2009,4,0,7,0,0,0,0,1,1,0,0
1423-2010,0,0,0,0,0,0,0,0,0,0,0
1423-2011,5,0,6,0,0,0,0,1,1,0,0
1423-2012,2,0,7,0,0,0,0,1,0,0,1
1423-2013,19,3,52,0,0,0,3,3,3,0,0
1423-2014,11,0,34,2,0,2,1,3,2,2,1
1424-2007,3,1,3,1,0,0,0,1,1,4,0
1424-2008,2,0,5,0,0,0,1,0,0,0,0
1424-2009,5,0,15,0,0,0,3,1,1,0,0
1424-2010,10,0,22,4,0,0,4,2,1,10,1
1424-2011,3,0,8,2,0,0,1,1,1,2,0
1424-2012,3,0,9,1,0,0,0,2,1,4,1
1424-2013,2,0,9,2,0,0,1,1,1,3,0
1424-2014,3,0,10,1,0,0,1,1,1,1,0
1425-2007,0,0,0,0,0,0,0,0,0,0,0
1425-2008,0,0,0,0,0,0,0,0,0,0,0
1425-2009,2,0,3,1,0,1,0,0,1,2,0
1425-2010,3,2,4,0,0,0,0,1,1,0,0
1425-2011,3,0,6,1,0,0,0,2,2,1,0
1425-2012,10,2,21,1,0,0,0,4,2,2,2
1425-2013,3,0,8,0,0,0,0,2,1,0,1
1425-2014,1,0,3,0,0,0,0,1,1,0,0
1426-2007,9,0,19,1,0,1,1,3,1,1,2
1426-2008,14,1,25,3,0,1,0,5,4,3,1
1426-2009,14,1,23,2,0,3,1,1,1,3,0
1426-2010,13,2,17,3,1,0,0,4,3,14,1
1426-2011,34,7,61,10,1,1,0,12,10,20,2
1426-2012,15,5,29,5,0,0,0,7,6,14,1
1426-2013,28,11,57,9,2,0,0,10,10,23,0
1426-2014,39,12,63,11,1,2,0,13,13,15,0
1427-2007,5,1,9,0,0,0,0,2,2,0,0
1427-2008,4,0,8,1,0,0,1,1,1,1,0
1427-2009,7,0,10,1,0,0,0,2,1,1,1
1427-2010,1,0,3,0,0,0,1,0,0,0,0
1427-2011,6,0,10,0,0,0,0,2,2,0,0
1427-2012,0,0,0,0,0,0,0,0,0,0,0
1427-2013,4,0,12,1,0,0,0,2,2,1,0
1427-2014,6,0,12,0,0,0,0,2,1,0,1
1428-2007,3,0,4,0,0,0,0,1,1,0,0
1428-2008,1,0,3,0,0,0,0,1,1,0,0
1428-2009,6,0,11,0,0,1,0,1,2,0,0
1428-2010,6,0,11,2,0,1,1,1,1,2,0
1428-2011,6,0,15,1,1,0,0,2,2,3,0
1428-2012,4,0,14,2,0,0,0,3,2,7,1
1428-2013,2,0,2,0,0,0,0,1,0,0,1
1428-2014,9,0,17,2,0,0,0,4,1,2,3
1429-2007,9,2,23,3,0,0,0,3,2,7,1
1429-2008,3,1,6,0,0,0,0,1,1,0,0
1429-2009,5,0,20,2,0,0,0,3,1,2,2
1429-2010,5,0,12,1,0,0,0,2,2,1,0
1429-2011,1,0,4,0,0,0,0,1,1,0,0
1429-2012,1,0,7,0,0,0,0,1,0,0,1
1429-2013,1,0,7,0,0,0,0,1,1,0,0
1429-2014,15,9,29,1,0,1,0,4,4,1,0
1431-2007,2,0,11,0,0,0,2,0,0,0,0
1431-2008,7,0,15,3,0,0,0,4,4,3,0
1431-2009,12,2,23,3,0,0,1,4,4,4,0
1431-2010,10,3,26,0,0,0,3,2,2,0,0
1431-2011,7,1,20,2,0,0,0,5,5,3,0
1431-2012,2,0,5,0,0,0,0,1,1,0,0
1431-2013,10,1,21,3,0,0,0,5,5,6,0
1431-2014,19,2,45,4,0,0,1,7,6,6,1
1432-2007,2,0,4,0,0,0,0,1,1,0,0
1432-2008,2,0,10,0,0,2,0,0,2,0,0
1432-2009,0,0,0,0,0,0,0,0,0,0,0
1432-2010,0,0,0,0,0,0,0,0,0,0,0
1432-2011,1,0,4,0,0,0,1,0,0,0,0
1432-2012,0,0,0,0,0,0,0,0,0,0,0
1432-2013,0,0,0,0,0,0,0,0,0,0,0
1432-2014,0,0,0,0,0,0,0,0,0,0,0
1433-2007,0,0,0,0,0,0,0,0,0,0,0
1433-2008,0,0,0,0,0,0,0,0,0,0,0
1433-2009,3,2,5,1,0,0,0,1,1,1,0
1433-2010,6,3,13,2,0,0,0,3,2,1,1
1433-2011,1,0,5,0,0,0,0,1,1,0,0
1433-2012,3,1,9,1,0,0,0,2,0,1,2
1433-2013,2,1,4,1,0,0,0,1,1,1,0
1433-2014,0,0,0,0,0,0,0,0,0,0,0
1434-2007,0,0,0,0,0,0,0,0,0,0,0
1434-2008,0,0,0,0,0,0,0,0,0,0,0
1434-2009,0,0,0,0,0,0,0,0,0,0,0
1434-2010,0,0,0,0,0,0,0,0,0,0,0
1434-2011,2,0,6,0,0,0,1,0,0,0,0
1434-2012,3,0,8,0,0,0,0,1,1,0,0
1434-2013,0,0,0,0,0,0,0,0,0,0,0
1434-2014,2,0,4,0,0,0,0,1,1,0,0
1435-2007,3,0,14,1,0,1,2,0,1,1,0
1435-2008,6,2,22,0,0,1,2,1,1,0,0
1435-2009,2,0,8,1,0,0,0,2,0,3,2
1435-2010,0,0,0,0,0,0,0,0,0,0,0
1435-2011,3,0,15,0,0,0,3,0,0,0,0
1435-2012,4,0,15,1,0,0,0,3,2,1,1
1435-2013,1,0,5,1,0,0,0,1,1,2,0
1435-2014,3,1,9,1,0,0,0,2,0,2,2
1437-2007,2,0,3,1,0,0,1,0,0,1,0
1437-2008,5,1,8,1,0,0,2,0,0,3,0
1437-2009,7,0,8,1,0,0,2,0,0,3,0
1437-2010,6,0,8,0,0,1,0,1,1,0,0
1437-2011,0,0,0,0,0,0,0,0,0,0,0
1437-2012,1,0,5,1,0,0,0,1,0,1,1
1437-2013,6,0,15,2,0,0,4,0,0,2,0
1437-2014,2,0,5,1,0,0,0,1,0,1,1
1438-2007,2,0,2,0,0,0,0,1,0,0,1
1438-2008,0,0,0,0,0,0,0,0,0,0,0
1438-2009,0,0,0,0,0,0,0,0,0,0,0
1438-2010,5,0,13,0,0,0,2,0,0,0,0
1438-2011,0,0,0,0,0,0,0,0,0,0,0
1438-2012,0,0,0,0,0,0,0,0,0,0,0
1438-2013,3,1,7,0,0,0,0,1,1,0,0
1438-2014,2,0,8,0,0,0,1,0,0,0,0
1439-2007,13,7,12,2,0,2,1,1,2,2,0
1439-2008,12,7,14,0,0,2,1,1,3,0,0
1439-2009,4,2,7,2,0,0,2,0,0,2,0
1439-2010,3,1,7,0,0,0,2,0,0,0,0
1439-2011,5,2,8,2,0,0,1,2,2,4,0
1439-2012,2,1,2,0,0,0,0,1,1,0,0
1439-2013,0,0,0,0,0,0,0,0,0,0,0
1439-2014,0,0,0,0,0,0,0,0,0,0,0
1440-2007,0,0,0,0,0,0,0,0,0,0,0
1440-2008,1,0,3,0,0,0,0,1,0,0,1
1440-2009,14,0,16,0,0,0,4,1,0,0,1
1440-2010,0,0,0,0,0,0,0,0,0,0,0
1440-2011,4,0,6,0,0,0,1,1,0,0,1
1440-2012,2,0,3,1,0,0,0,1,1,1,0
1440-2013,0,0,0,0,0,0,0,0,0,0,0
1440-2014,3,0,11,0,0,0,0,3,1,0,2
1441-2007,0,0,0,0,0,0,0,0,0,0,0
1441-2008,0,0,0,0,0,0,0,0,0,0,0
1441-2009,0,0,0,0,0,0,0,0,0,0,0
1441-2010,4,0,10,0,0,0,1,1,1,0,0
1441-2011,17,2,36,1,0,0,0,4,1,1,3
1441-2012,3,0,10,0,1,0,0,1,1,0,0
1441-2013,0,0,0,0,0,0,0,0,0,0,0
1441-2014,0,0,0,0,0,0,0,0,0,0,0
1442-2007,3,0,6,0,0,0,0,1,1,0,0
1442-2008,3,0,4,0,0,0,0,1,0,0,1
1442-2009,8,0,12,0,0,0,0,3,1,0,2
1442-2010,12,0,41,0,0,2,3,2,1,0,1
1442-2011,30,1,61,3,0,2,1,9,3,11,6
1442-2012,27,0,45,3,0,0,0,7,4,6,3
1442-2013,20,0,36,5,0,1,0,6,3,8,3
1442-2014,12,0,47,2,0,0,1,5,2,6,3
1443-2007,0,0,0,0,0,0,0,0,0,0,0
1443-2008,8,4,14,2,0,0,0,2,1,2,1
1443-2009,0,0,0,0,0,0,0,0,0,0,0
1443-2010,0,0,0,0,0,0,0,0,0,0,0
1443-2011,0,0,0,0,0,0,0,0,0,0,0
1443-2012,0,0,0,0,0,0,0,0,0,0,0
1443-2013,2,0,6,0,0,0,0,1,0,0,1
1443-2014,0,0,0,0,0,0,0,0,0,0,0
1444-2007,1,0,2,0,0,0,1,0,0,0,0
1444-2008,0,0,0,0,0,0,0,0,0,0,0
1444-2009,0,0,0,0,0,0,0,0,0,0,0
1444-2010,0,0,0,0,0,0,0,0,0,0,0
1444-2011,0,0,0,0,0,0,0,0,0,0,0
1444-2012,9,3,13,0,0,0,2,1,1,0,0
1444-2013,0,0,0,0,0,0,0,0,0,0,0
1444-2014,3,0,6,1,0,0,0,1,0,1,1
1445-2007,0,0,0,0,0,0,0,0,0,0,0
1445-2008,3,1,3,0,0,0,0,1,1,0,0
1445-2009,11,1,23,1,0,4,1,2,2,1,0
1445-2010,5,0,15,1,0,0,1,3,1,4,2
1445-2011,11,1,23,5,1,0,0,5,2,14,3
1445-2012,5,0,14,4,0,0,0,4,3,10,1
1445-2013,1,0,4,1,0,0,0,1,1,3,0
1445-2014,9,0,20,3,0,0,2,3,3,13,0
1446-2007,0,0,0,0,0,0,0,0,0,0,0
1446-2008,2,0,2,0,0,0,0,1,1,0,0
1446-2009,3,0,3,1,0,0,1,0,0,2,0
1446-2010,6,0,6,1,1,0,0,1,1,1,0
1446-2011,15,2,22,4,0,0,5,1,0,7,1
1446-2012,13,1,21,1,1,0,4,1,1,3,0
1446-2013,3,1,4,0,0,0,0,1,1,0,0
1446-2014,3,0,9,1,0,1,1,0,0,1,0
1447-2007,6,1,11,2,0,3,0,0,3,8,0
1447-2008,10,3,16,0,0,1,3,0,1,0,0
1447-2009,24,7,44,5,0,4,7,0,4,9,0
1447-2010,12,3,15,3,0,1,2,1,1,6,0
1447-2011,15,5,22,2,0,2,1,2,3,2,0
1447-2012,0,0,0,0,0,0,0,0,0,0,0
1447-2013,2,0,8,1,0,1,0,0,1,2,0
1447-2014,7,0,21,2,1,2,2,0,0,2,0
1448-2007,1,0,2,0,0,0,1,0,0,0,0
1448-2008,3,2,3,0,0,0,1,0,0,0,0
1448-2009,2,1,2,1,0,0,1,0,0,2,0
1448-2010,0,0,0,0,0,0,0,0,0,0,0
1448-2011,2,0,4,1,0,0,2,0,0,1,0
1448-2012,4,1,9,0,0,0,3,0,0,0,0
1448-2013,11,5,16,3,0,0,5,1,0,7,1
1448-2014,4,2,6,0,0,0,1,1,0,0,1
1449-2007,2,0,6,2,0,0,0,2,1,4,1
1449-2008,0,0,0,0,0,0,0,0,0,0,0
1449-2009,9,5,15,0,0,0,0,3,2,0,1
1449-2010,3,0,5,1,0,0,0,1,0,1,1
1449-2011,0,0,0,0,0,0,0,0,0,0,0
1449-2012,0,0,0,0,0,0,0,0,0,0,0
1449-2013,0,0,0,0,0,0,0,0,0,0,0
1449-2014,0,0,0,0,0,0,0,0,0,0,0
1450-2007,2,1,8,1,0,0,0,1,0,1,1
1450-2008,3,1,6,1,0,0,0,1,0,1,1
1450-2009,0,0,0,0,0,0,0,0,0,0,0
1450-2010,0,0,0,0,0,0,0,0,0,0,0
1450-2011,0,0,0,0,0,0,0,0,0,0,0
1450-2012,0,0,0,0,0,0,0,0,0,0,0
1450-2013,0,0,0,0,0,0,0,0,0,0,0
1450-2014,11,3,23,2,0,0,0,3,3,5,0
1451-2007,0,0,0,0,0,0,0,0,0,0,0
1451-2008,4,1,10,0,0,0,2,0,0,0,0
1451-2009,6,1,10,0,0,0,1,1,1,0,0
1451-2010,0,0,0,0,0,0,0,0,0,0,0
1451-2011,0,0,0,0,0,0,0,0,0,0,0
1451-2012,0,0,0,0,0,0,0,0,0,0,0
1451-2013,0,0,0,0,0,0,0,0,0,0,0
1451-2014,9,0,13,0,0,0,1,1,1,0,0
1452-2007,2,0,4,1,0,0,0,1,1,1,0
1452-2008,0,0,0,0,0,0,0,0,0,0,0
1452-2009,7,0,8,2,0,0,0,2,1,5,1
1452-2010,5,4,9,0,0,0,0,1,1,0,0
1452-2011,6,0,13,0,0,0,0,2,0,0,2
1452-2012,3,1,7,1,0,0,0,1,0,1,1
1452-2013,0,0,0,0,0,0,0,0,0,0,0
1452-2014,2,0,6,1,0,0,0,1,1,1,0
1453-2007,0,0,0,0,0,0,0,0,0,0,0
1453-2008,5,0,12,0,0,0,3,0,0,0,0
1453-2009,4,0,10,0,0,0,0,2,2,0,0
1453-2010,0,0,0,0,0,0,0,0,0,0,0
1453-2011,0,0,0,0,0,0,0,0,0,0,0
1453-2012,1,0,4,1,0,0,0,1,1,2,0
1453-2013,0,0,0,0,0,0,0,0,0,0,0
1453-2014,3,0,5,0,0,0,0,1,1,0,0
1454-2007,4,1,4,1,0,0,0,2,2,1,0
1454-2008,5,1,9,3,0,0,1,3,3,4,0
1454-2009,3,0,3,1,0,0,0,3,3,6,0
1454-2010,1,0,2,0,0,0,1,0,0,0,0
1454-2011,8,1,10,1,0,0,1,4,4,4,0
1454-2012,3,0,4,1,0,0,1,1,1,1,0
1454-2013,1,0,2,1,0,0,0,1,1,2,0
1454-2014,10,1,14,2,0,0,6,1,1,2,0
1455-2007,6,0,11,0,0,0,1,2,1,0,1
1455-2008,2,0,2,1,0,0,0,1,1,1,0
1455-2009,4,0,8,0,0,0,2,0,0,0,0
1455-2010,15,1,31,1,0,0,2,5,2,1,3
1455-2011,7,1,14,2,0,0,1,2,2,1,0
1455-2012,9,1,18,2,0,0,0,4,0,2,4
1455-2013,14,1,27,0,0,0,3,4,0,0,4
1455-2014,6,2,10,0,0,0,0,2,0,0,2
1456-2007,21,1,39,4,0,4,3,2,2,28,0
1456-2008,24,1,45,6,0,7,3,1,1,9,0
1456-2009,8,0,17,4,0,3,0,1,1,3,0
1456-2010,10,0,16,0,0,4,0,0,0,0,0
1456-2011,4,0,9,2,0,0,0,2,1,17,1
1456-2012,16,0,31,5,0,0,0,8,4,11,4
1456-2013,8,0,24,2,0,5,0,2,2,6,0
1456-2014,6,0,17,0,0,4,0,0,0,0,0
1457-2007,9,0,22,3,0,0,0,5,5,4,0
1457-2008,8,0,15,0,0,0,1,2,1,0,1
1457-2009,38,0,83,9,0,0,4,12,10,11,2
1457-2010,13,0,25,1,0,0,0,4,4,1,0
1457-2011,10,0,22,1,0,0,1,4,3,1,1
1457-2012,11,2,20,1,0,0,0,4,4,1,0
1457-2013,6,0,13,1,0,0,1,2,2,1,0
1457-2014,19,2,36,3,0,0,0,6,4,3,2
1458-2007,6,0,13,1,0,0,0,3,3,2,0
1458-2008,8,0,15,0,0,0,1,2,1,0,1
1458-2009,35,0,78,6,0,0,3,12,10,9,2
1458-2010,9,0,19,0,0,0,0,3,3,0,0
1458-2011,10,0,22,1,0,0,1,4,3,1,1
1458-2012,11,2,20,1,0,0,0,4,4,1,0
1458-2013,6,0,13,1,0,0,1,2,2,1,0
1458-2014,19,2,36,3,0,0,0,6,4,3,2
1459-2007,0,0,0,0,0,0,0,0,0,0,0
1459-2008,4,1,15,0,0,0,3,0,0,0,0
1459-2009,34,27,86,1,0,0,1,3,3,1,0
1459-2010,7,5,9,0,0,0,0,2,2,0,0
1459-2011,17,6,32,0,0,0,3,3,3,0,0
1459-2012,7,0,17,1,0,0,1,3,1,1,2
1459-2013,4,1,8,0,0,0,2,0,0,0,0
1459-2014,0,0,0,0,0,0,0,0,0,0,0
1460-2007,0,0,0,0,0,0,0,0,0,0,0
1460-2008,0,0,0,0,0,0,0,0,0,0,0
1460-2009,3,1,7,1,0,0,0,1,0,2,1
1460-2010,2,0,8,1,0,0,0,1,1,3,0
1460-2011,6,0,19,2,0,0,0,3,2,9,1
1460-2012,0,0,0,0,0,0,0,0,0,0,0
1460-2013,4,0,8,0,0,0,0,1,0,0,1
1460-2014,6,0,14,1,0,0,0,2,2,1,0
1461-2007,0,0,0,0,0,0,0,0,0,0,0
1461-2008,10,0,12,2,0,0,0,3,2,5,1
1461-2009,4,0,6,2,0,0,0,2,2,5,0
1461-2010,7,0,11,3,0,0,0,3,3,5,0
1461-2011,6,0,12,2,0,0,0,3,3,2,0
1461-2012,20,0,38,2,0,0,3,3,2,7,1
1461-2013,15,1,28,4,0,0,0,4,4,21,0
1461-2014,21,0,49,6,0,0,4,3,2,25,1
1462-2007,0,0,0,0,0,0,0,0,0,0,0
1462-2008,0,0,0,0,0,0,0,0,0,0,0
1462-2009,0,0,0,0,0,0,0,0,0,0,0
1462-2010,0,0,0,0,0,0,0,0,0,0,0
1462-2011,0,0,0,0,0,0,0,0,0,0,0
1462-2012,0,0,0,0,0,0,0,0,0,0,0
1462-2013,6,0,12,0,0,0,0,2,2,0,0
1462-2014,2,1,5,0,0,0,0,1,1,0,0
1463-2007,0,0,0,0,0,0,0,0,0,0,0
1463-2008,0,0,0,0,0,0,0,0,0,0,0
1463-2009,0,0,0,0,0,0,0,0,0,0,0
1463-2010,0,0,0,0,0,0,0,0,0,0,0
1463-2011,0,0,0,0,0,0,0,0,0,0,0
1463-2012,6,3,11,2,0,0,0,3,3,4,0
1463-2013,7,4,14,2,0,0,0,2,2,4,0
1463-2014,10,6,24,4,0,0,0,4,4,10,0
1464-2007,3,1,4,0,0,0,2,0,0,0,0
1464-2008,2,0,3,0,0,0,1,0,0,0,0
1464-2009,4,0,8,1,0,0,0,3,3,3,0
1464-2010,1,0,3,0,0,0,1,0,0,0,0
1464-2011,13,4,20,2,0,0,3,4,4,6,0
1464-2012,1,0,3,0,0,0,1,0,0,0,0
1464-2013,12,1,18,1,0,0,1,6,6,4,0
1464-2014,12,1,21,2,0,0,1,5,4,3,1
1465-2007,2,0,9,0,0,0,0,2,1,0,1
1465-2008,2,0,5,0,0,0,0,1,1,0,0
1465-2009,2,0,5,0,0,0,0,1,1,0,0
1465-2010,5,0,19,0,0,0,0,4,1,0,3
1465-2011,6,0,20,1,0,1,1,2,2,1,0
1465-2012,5,0,16,0,0,0,0,3,2,0,1
1465-2013,0,0,0,0,0,0,0,0,0,0,0
1465-2014,11,0,22,2,0,0,0,4,4,1,0
1466-2007,0,0,0,0,0,0,0,0,0,0,0
1466-2008,9,1,13,1,0,0,1,2,2,2,0
1466-2009,0,0,0,0,0,0,0,0,0,0,0
1466-2010,1,0,4,0,0,0,0,1,0,0,1
1466-2011,7,0,13,0,0,1,0,2,1,0,1
1466-2012,3,0,8,0,0,0,0,2,2,0,0
1466-2013,3,0,12,2,0,0,0,2,1,2,1
1466-2014,2,0,6,1,0,0,0,1,1,1,0
1467-2007,0,0,0,0,0,0,0,0,0,0,0
1467-2008,1,0,6,1,0,0,0,1,1,1,0
1467-2009,0,0,0,0,0,0,0,0,0,0,0
1467-2010,0,0,0,0,0,0,0,0,0,0,0
1467-2011,0,0,0,0,0,0,0,0,0,0,0
1467-2012,0,0,0,0,0,0,0,0,0,0,0
1467-2013,0,0,0,0,0,0,0,0,0,0,0
1467-2014,1,0,4,0,0,0,0,1,1,0,0
1468-2007,0,0,0,0,0,0,0,0,0,0,0
1468-2008,0,0,0,0,0,0,0,0,0,0,0
1468-2009,0,0,0,0,0,0,0,0,0,0,0
1468-2010,3,0,4,1,0,1,0,0,0,2,0
1468-2011,4,1,6,1,0,0,0,1,1,4,0
1468-2012,9,1,17,2,0,0,0,3,1,3,2
1468-2013,7,0,10,0,0,0,0,2,2,0,0
1468-2014,3,0,5,0,0,0,0,1,0,0,1
1469-2007,4,0,5,0,0,2,1,0,0,0,0
1469-2008,1,0,2,0,0,1,0,0,1,0,0
1469-2009,6,0,10,1,0,2,0,1,2,2,0
1469-2010,11,0,16,1,0,1,2,2,2,1,0
1469-2011,3,0,4,0,0,0,1,0,0,0,0
1469-2012,7,0,10,1,0,0,0,2,1,2,1
1469-2013,4,0,4,1,0,0,1,1,1,2,0
1469-2014,11,0,17,0,0,0,0,4,4,0,0
1470-2007,0,0,0,0,0,0,0,0,0,0,0
1470-2008,0,0,0,0,0,0,0,0,0,0,0
1470-2009,0,0,0,0,0,0,0,0,0,0,0
1470-2010,0,0,0,0,0,0,0,0,0,0,0
1470-2011,3,1,4,0,0,0,0,1,0,0,1
1470-2012,5,3,7,0,0,0,0,1,1,0,0
1470-2013,0,0,0,0,0,0,0,0,0,0,0
1470-2014,3,0,6,1,0,0,0,1,1,2,0
1471-2007,6,2,8,2,0,0,0,2,2,3,0
1471-2008,3,1,5,0,0,0,0,1,1,0,0
1471-2009,4,1,7,0,0,0,0,1,1,0,0
1471-2010,2,0,7,0,0,0,0,1,1,0,0
1471-2011,10,2,25,1,0,0,1,3,2,1,1
1471-2012,2,0,5,1,0,0,0,1,1,2,0
1471-2013,22,8,51,1,0,0,0,7,6,1,1
1471-2014,12,4,29,3,0,1,0,3,2,3,1
1472-2007,3,1,7,0,0,0,1,1,1,0,0
1472-2008,4,0,11,2,0,0,2,2,1,4,1
1472-2009,5,0,16,1,0,0,3,2,2,4,0
1472-2010,5,0,16,0,0,0,2,3,1,0,2
1472-2011,5,0,11,0,0,0,3,2,2,0,0
1472-2012,1,0,4,0,0,0,1,0,0,0,0
1472-2013,1,0,2,1,0,0,0,1,1,2,0
1472-2014,3,0,4,1,0,0,0,3,1,4,2
1473-2007,0,0,0,0,0,0,0,0,0,0,0
1473-2008,0,0,0,0,0,0,0,0,0,0,0
1473-2009,0,0,0,0,0,0,0,0,0,0,0
1473-2010,2,0,7,0,0,0,0,2,1,0,1
1473-2011,1,0,4,0,0,0,0,1,0,0,1
1473-2012,0,0,0,0,0,0,0,0,0,0,0
1473-2013,0,0,0,0,0,0,0,0,0,0,0
1473-2014,0,0,0,0,0,0,0,0,0,0,0
1474-2007,5,0,15,0,0,0,3,0,0,0,0
1474-2008,1,0,3,0,0,0,1,0,0,0,0
1474-2009,0,0,0,0,0,0,0,0,0,0,0
1474-2010,0,0,0,0,0,0,0,0,0,0,0
1474-2011,4,1,6,0,0,0,0,2,2,0,0
1474-2012,0,0,0,0,0,0,0,0,0,0,0
1474-2013,1,0,4,0,0,0,1,0,0,0,0
