clave,affiliations,intl_afil,authors,docs,book,chapter,conference,journal,q1q2,cites_3y,q3q4
1344-2010,7,0,14,0,0,0,2,0,0,0,0
1344-2011,4,0,11,0,0,0,0,3,0,0,3
1344-2012,2,0,3,0,0,0,0,1,0,0,1
1344-2013,3,1,6,0,0,0,1,0,0,0,0
1344-2014,16,0,27,0,0,0,3,3,0,0,3
1345-2007,0,0,0,0,0,0,0,0,0,0,0
1345-2008,0,0,0,0,0,0,0,0,0,0,0
1345-2009,8,2,22,0,0,0,0,3,0,0,3
1345-2010,0,0,0,0,0,0,0,0,0,0,0
1345-2011,0,0,0,0,0,0,0,0,0,0,0
1345-2012,0,0,0,0,0,0,0,0,0,0,0
1345-2013,3,2,6,0,0,0,0,1,0,0,1
1345-2014,0,0,0,0,0,0,0,0,0,0,0
1346-2007,5,0,13,0,0,0,0,3,2,0,1
1346-2008,0,0,0,0,0,0,0,0,0,0,0
1346-2009,7,0,15,0,0,0,0,3,0,0,3
1346-2010,0,0,0,0,0,0,0,0,0,0,0
1346-2011,1,0,3,0,0,0,0,1,1,0,0
1346-2012,0,0,0,0,0,0,0,0,0,0,0
1346-2013,0,0,0,0,0,0,0,0,0,0,0
1346-2014,2,0,11,0,0,0,0,2,1,0,1
1347-2007,11,0,28,2,0,0,0,6,3,3,3
1347-2008,0,0,0,0,0,0,0,0,0,0,0
1347-2009,0,0,0,0,0,0,0,0,0,0,0
1347-2010,15,0,36,1,0,0,0,6,6,2,0
1347-2011,10,0,31,1,0,0,0,6,6,3,0
1347-2012,0,0,0,0,0,0,0,0,0,0,0
1347-2013,14,3,38,5,1,0,3,4,1,8,3
1347-2014,25,1,71,5,0,0,2,9,5,7,4
1348-2007,2,0,3,0,0,0,0,1,1,0,0
1348-2008,2,0,11,0,1,0,0,1,1,0,0
1348-2009,6,0,33,2,0,0,0,5,4,7,1
1348-2010,7,1,19,1,0,1,0,2,2,3,0
1348-2011,8,0,29,2,0,0,0,5,4,3,1
1348-2012,3,0,13,0,0,0,0,2,2,0,0
1348-2013,2,0,11,1,0,0,0,2,2,1,0
1348-2014,4,0,14,1,0,0,0,3,2,1,1
1349-2007,12,3,27,0,0,0,3,2,2,0,0
1349-2008,8,0,14,1,0,0,2,3,1,1,2
1349-2009,12,4,24,2,0,0,3,2,2,5,0
1349-2010,7,2,10,1,0,0,1,2,1,2,1
1349-2011,1,0,6,0,0,0,0,1,1,0,0
1349-2012,2,1,4,1,0,0,0,1,1,2,0
1349-2013,5,1,12,0,0,0,3,0,0,0,0
1349-2014,3,1,6,1,0,0,2,0,0,1,0
1350-2007,3,2,3,0,0,0,0,1,1,0,0
1350-2008,3,0,8,2,0,0,2,1,0,3,1
1350-2009,12,7,19,2,0,0,5,0,0,4,0
1350-2010,16,8,30,3,0,0,5,2,2,5,0
1350-2011,6,3,12,3,0,0,2,1,0,4,1
1350-2012,20,12,33,3,0,0,2,4,1,3,3
1350-2013,13,7,21,1,0,0,2,2,0,2,2
1350-2014,4,1,7,0,0,0,2,0,0,0,0
1351-2007,6,1,9,0,0,1,3,0,0,0,0
1351-2008,8,2,14,0,0,0,5,0,0,0,0
1351-2009,18,6,28,6,0,2,6,1,1,6,0
1351-2010,14,4,18,3,0,0,3,4,4,3,0
1351-2011,17,5,24,5,0,0,6,2,2,9,0
1351-2012,15,4,20,4,0,1,4,2,2,12,0
1351-2013,21,5,32,5,0,0,4,6,6,8,0
1351-2014,24,8,36,6,0,0,7,4,4,11,0
1352-2007,30,14,55,6,0,4,5,3,5,22,0
1352-2008,23,4,38,7,0,5,3,5,5,13,0
1352-2009,21,5,36,5,0,4,1,3,4,6,0
1352-2010,19,4,24,4,0,2,1,4,3,6,1
1352-2011,12,1,23,2,0,0,3,3,2,3,1
1352-2012,18,3,36,2,0,3,7,0,3,2,0
1352-2013,33,13,61,5,0,3,4,5,6,9,0
1352-2014,23,4,47,4,0,3,2,3,3,10,0
1353-2007,9,4,12,0,0,0,1,3,2,0,1
1353-2008,26,19,33,1,0,0,0,6,2,1,4
1353-2009,14,7,21,0,0,0,1,3,0,0,3
1353-2010,14,5,18,2,0,0,2,3,3,6,0
1353-2011,9,4,11,2,0,2,0,1,1,5,0
1353-2012,19,9,26,1,0,0,1,6,1,1,5
1353-2013,10,5,16,2,0,0,1,2,2,4,0
1353-2014,16,6,25,1,0,0,1,4,2,1,2
1354-2007,0,0,0,0,0,0,0,0,0,0,0
1354-2008,0,0,0,0,0,0,0,0,0,0,0
1354-2009,0,0,0,0,0,0,0,0,0,0,0
1354-2010,0,0,0,0,0,0,0,0,0,0,0
1354-2011,0,0,0,0,0,0,0,0,0,0,0
1354-2012,0,0,0,0,0,0,0,0,0,0,0
1354-2013,1,0,4,0,0,1,0,0,0,0,0
1354-2014,5,2,6,0,0,0,0,2,1,0,1
1355-2007,4,0,5,0,0,1,0,0,0,0,0
1355-2008,10,3,27,1,0,0,0,4,3,1,1
1355-2009,11,3,25,1,0,0,2,1,1,1,0
1355-2010,13,3,28,1,0,0,1,3,3,1,0
1355-2011,8,4,17,2,0,0,0,2,2,2,0
1355-2012,0,0,0,0,0,0,0,0,0,0,0
1355-2013,13,9,20,2,0,0,0,3,3,5,0
1355-2014,6,0,14,0,0,0,0,2,1,0,1
1356-2007,0,0,0,0,0,0,0,0,0,0,0
1356-2008,0,0,0,0,0,0,0,0,0,0,0
1356-2009,0,0,0,0,0,0,0,0,0,0,0
1356-2010,0,0,0,0,0,0,0,0,0,0,0
1356-2011,10,6,16,1,0,0,0,2,2,1,0
1356-2012,10,6,18,1,0,0,0,2,1,1,1
1356-2013,1,0,4,0,0,0,0,1,1,0,0
1356-2014,1,0,4,0,0,0,0,1,1,0,0
1357-2007,5,0,16,1,0,0,0,3,2,2,1
1357-2008,0,0,0,0,0,0,0,0,0,0,0
1357-2009,5,0,11,0,0,0,0,2,2,0,0
1357-2010,2,0,4,0,0,0,0,1,0,0,1
1357-2011,2,0,9,1,0,1,0,1,1,1,0
1357-2012,5,0,14,0,0,0,0,3,2,0,1
1357-2013,0,0,0,0,0,0,0,0,0,0,0
1357-2014,6,0,10,0,0,0,0,2,0,0,2
1358-2007,15,1,33,1,0,0,0,7,1,1,6
1358-2008,5,1,20,0,0,0,0,2,1,0,1
1358-2009,3,0,7,0,0,0,0,2,0,0,2
1358-2010,3,1,6,0,0,0,0,1,1,0,0
1358-2011,8,1,19,2,0,0,0,4,0,2,4
1358-2012,2,0,7,0,0,0,0,1,1,0,0
1358-2013,17,4,18,2,0,0,0,4,1,2,3
1358-2014,3,0,7,1,0,0,0,2,2,1,0
1359-2007,10,0,42,6,0,0,0,7,7,12,0
1359-2008,2,0,11,1,0,0,0,2,2,2,0
1359-2009,8,0,25,3,0,0,0,4,4,8,0
1359-2010,11,0,38,2,0,0,1,5,5,2,0
1359-2011,3,0,15,0,0,0,0,2,2,0,0
1359-2012,0,0,0,0,0,0,0,0,0,0,0
1359-2013,0,0,0,0,0,0,0,0,0,0,0
1359-2014,3,0,6,1,0,0,0,1,1,1,0
1360-2007,6,0,18,0,0,0,1,2,1,0,1
1360-2008,0,0,0,0,0,0,0,0,0,0,0
1360-2009,3,2,5,0,0,0,1,0,0,0,0
1360-2010,4,2,8,1,0,0,1,1,1,1,0
1360-2011,3,1,4,0,0,0,1,0,0,0,0
1360-2012,7,2,16,1,0,0,2,1,0,1,1
1360-2013,11,3,33,4,2,3,0,1,1,2,0
1360-2014,12,3,34,2,0,2,2,2,0,8,2
1362-2007,7,1,18,0,0,0,3,1,1,0,0
1362-2008,4,2,8,1,0,0,1,1,1,3,0
1362-2009,9,6,20,2,0,0,0,3,3,2,0
1362-2010,11,5,27,1,0,0,0,4,4,1,0
1362-2011,0,0,0,0,0,0,0,0,0,0,0
1362-2012,5,2,14,1,0,0,0,2,2,2,0
1362-2013,0,0,0,0,0,0,0,0,0,0,0
1362-2014,2,0,5,1,0,0,0,1,1,1,0
1363-2007,2,0,4,1,0,0,0,1,1,1,0
1363-2008,6,0,13,0,0,0,1,3,2,0,1
1363-2009,6,0,17,1,0,0,0,3,3,1,0
1363-2010,8,3,12,0,0,0,0,2,0,0,2
1363-2011,3,0,7,0,1,0,1,0,0,0,0
1363-2012,3,0,4,1,0,0,0,1,0,1,1
1363-2013,4,0,5,1,0,0,0,1,0,4,1
1363-2014,3,0,7,0,0,0,1,1,0,0,1
1364-2007,261,235,1383,5,0,0,3,6,3,13,3
1364-2008,375,351,1860,5,0,0,2,6,6,25,0
1364-2009,269,249,1402,3,0,0,2,3,2,5,1
1364-2010,534,504,2895,6,0,0,1,6,6,25,0
1364-2011,708,665,3909,5,0,0,2,9,7,17,2
1364-2012,176,166,1001,1,0,0,0,3,2,3,1
1364-2013,13,0,51,5,0,0,4,4,3,9,1
1364-2014,8,0,32,5,0,0,0,7,6,12,1
1365-2007,14,5,21,1,0,1,3,2,3,1,0
1365-2008,15,6,30,5,0,1,2,4,4,6,0
1365-2009,11,4,17,3,0,3,1,0,3,6,0
1365-2010,12,5,20,1,0,1,2,3,4,5,0
1365-2011,12,8,18,2,0,2,1,1,3,4,0
1365-2012,0,0,0,0,0,0,0,0,0,0,0
1365-2013,0,0,0,0,0,0,0,0,0,0,0
1365-2014,0,0,0,0,0,0,0,0,0,0,0
1366-2007,6,2,16,0,0,0,1,2,2,0,0
1366-2008,1,0,3,0,0,0,0,1,1,0,0
1366-2009,2,1,3,0,0,0,1,0,0,0,0
1366-2010,8,4,14,0,0,0,3,1,1,0,0
1366-2011,2,0,5,0,0,0,2,0,0,0,0
1366-2012,2,1,4,0,0,0,0,1,1,0,0
1366-2013,0,0,0,0,0,0,0,0,0,0,0
1366-2014,0,0,0,0,0,0,0,0,0,0,0
1367-2007,14,6,17,2,0,0,3,2,2,7,0
1367-2008,6,2,8,2,0,0,2,1,1,4,0
1367-2009,23,8,27,3,1,1,3,5,5,7,0
1367-2010,0,0,0,0,0,0,0,0,0,0,0
1367-2011,22,12,34,4,0,0,7,1,1,7,0
1367-2012,21,9,33,3,0,0,7,3,3,7,0
1367-2013,18,10,26,1,0,1,3,2,2,2,0
1367-2014,25,14,38,6,0,0,9,2,1,9,1
1368-2007,3,0,7,1,0,1,0,2,2,2,0
1368-2008,0,0,0,0,0,0,0,0,0,0,0
1368-2009,9,2,14,2,0,0,0,3,2,9,1
1368-2010,15,1,22,3,0,1,0,5,5,4,0
1368-2011,23,5,37,2,0,0,2,4,4,5,0
1368-2012,11,2,17,1,0,1,0,2,2,1,0
1368-2013,8,2,15,0,0,0,0,2,1,0,1
1368-2014,3,1,6,0,0,0,0,1,1,0,0
1369-2007,3,2,3,1,0,0,0,1,0,4,1
1369-2008,7,0,17,1,0,0,0,2,1,1,1
1369-2009,3,1,7,0,0,0,0,1,0,0,1
1369-2010,8,0,29,1,0,0,0,3,2,2,1
1369-2011,4,1,7,1,0,0,0,1,1,1,0
1369-2012,13,0,26,2,0,0,1,2,2,4,0
1369-2013,4,1,6,1,0,0,0,1,1,1,0
1369-2014,19,1,41,3,0,0,0,5,4,5,1
1370-2007,6,0,6,0,0,0,0,1,0,0,1
1370-2008,12,2,26,0,0,0,0,5,4,0,1
1370-2009,4,0,8,0,0,0,0,1,0,0,1
1370-2010,11,2,18,1,0,0,1,2,1,1,1
1370-2011,12,5,19,2,0,0,0,4,4,2,0
1370-2012,21,3,44,2,0,0,0,7,4,3,3
1370-2013,16,5,27,3,0,0,0,5,4,5,1
1370-2014,10,5,20,3,0,0,0,4,4,3,0
1371-2007,9,4,14,2,0,0,2,2,2,2,0
1371-2008,4,2,8,1,0,0,2,0,0,1,0
1371-2009,4,1,6,0,0,0,1,1,1,0,0
1371-2010,9,3,15,3,0,0,1,3,3,8,0
1371-2011,7,2,20,2,0,0,5,0,0,4,0
1371-2012,0,0,0,0,0,0,0,0,0,0,0
1371-2013,0,0,0,0,0,0,0,0,0,0,0
1371-2014,0,0,0,0,0,0,0,0,0,0,0
1372-2007,7,0,24,2,0,0,6,1,1,5,0
1372-2008,7,2,12,2,0,0,2,1,1,3,0
1372-2009,2,0,3,0,0,0,1,0,0,0,0
1372-2010,7,1,15,2,0,0,2,2,2,7,0
1372-2011,9,2,22,2,0,0,6,0,0,4,0
1372-2012,13,1,26,3,0,0,6,2,1,2,1
1372-2013,11,0,24,2,0,0,3,3,3,3,0
1372-2014,13,2,21,2,0,0,4,2,2,7,0
1373-2007,2,0,8,1,0,0,2,0,0,1,0
1373-2008,6,1,11,0,0,0,3,1,1,0,0
1373-2009,2,0,7,0,0,0,1,1,0,0,1
1373-2010,1,0,4,0,0,0,1,0,0,0,0
1373-2011,1,0,5,0,0,0,1,0,0,0,0
1373-2012,8,3,16,0,0,0,2,2,1,0,1
1373-2013,3,0,9,1,0,0,3,0,0,1,0
1373-2014,0,0,0,0,0,0,0,0,0,0,0
1375-2007,4,0,8,0,0,1,2,0,1,0,0
1375-2008,16,3,28,1,0,3,3,0,3,4,0
1375-2009,9,0,17,3,1,2,2,0,2,5,0
1375-2010,26,2,40,2,0,6,2,1,4,9,0
1375-2011,10,1,23,3,0,4,0,1,4,4,0
1375-2012,6,0,17,1,0,1,0,3,3,1,0
1375-2013,17,3,37,3,0,2,4,2,3,3,0
1375-2014,15,1,32,3,0,4,1,2,0,4,2
1376-2007,0,0,0,0,0,0,0,0,0,0,0
1376-2008,5,1,10,1,0,0,0,2,2,2,0
1376-2009,3,1,6,1,0,0,0,1,1,1,0
1376-2010,3,1,5,0,0,0,0,1,1,0,0
1376-2011,2,0,4,1,0,0,0,1,1,1,0
1376-2012,13,5,21,1,0,0,0,4,4,1,0
1376-2013,5,1,12,2,0,0,0,2,1,2,1
1376-2014,3,0,6,1,0,0,0,1,1,2,0
1377-2007,4,2,10,0,0,1,1,0,0,0,0
1377-2008,4,2,11,1,0,0,1,1,1,1,0
1377-2009,0,0,0,0,0,0,0,0,0,0,0
1377-2010,5,1,8,0,0,0,4,0,0,0,0
1377-2011,5,3,12,1,0,1,0,1,1,1,0
1377-2012,7,2,8,0,0,0,2,1,0,0,1
1377-2013,3,2,10,0,0,0,0,1,1,0,0
1377-2014,0,0,0,0,0,0,0,0,0,0,0
1378-2007,5,0,18,2,0,0,0,3,2,3,1
1378-2008,0,0,0,0,0,0,0,0,0,0,0
1378-2009,2,0,7,1,0,0,0,1,1,2,0
1378-2010,0,0,0,0,0,0,0,0,0,0,0
1378-2011,0,0,0,0,0,0,0,0,0,0,0
1378-2012,0,0,0,0,0,0,0,0,0,0,0
1378-2013,0,0,0,0,0,0,0,0,0,0,0
1378-2014,2,0,7,1,0,0,0,1,1,2,0
1379-2007,4,0,9,0,0,0,0,2,2,0,0
1379-2008,0,0,0,0,0,0,0,0,0,0,0
1379-2009,0,0,0,0,0,0,0,0,0,0,0
1379-2010,2,0,3,1,0,0,0,1,1,1,0
1379-2011,2,0,4,0,0,0,0,1,1,0,0
1379-2012,4,0,10,1,0,0,2,1,1,1,0
1379-2013,0,0,0,0,0,0,0,0,0,0,0
1379-2014,1,0,5,0,0,0,0,1,1,0,0
1380-2007,9,4,10,2,0,1,2,1,2,3,0
1380-2008,0,0,0,0,0,0,0,0,0,0,0
1380-2009,6,1,6,0,0,0,0,2,2,0,0
1380-2010,0,0,0,0,0,0,0,0,0,0,0
1380-2011,5,0,7,1,0,0,1,1,0,2,1
1380-2012,4,1,9,2,0,0,0,2,2,2,0
1380-2013,2,0,8,1,0,0,0,2,2,2,0
1380-2014,4,1,8,1,0,0,0,1,1,1,0
1381-2007,5,1,12,0,0,2,0,0,0,0,0
1381-2008,8,1,17,1,0,3,0,1,1,1,0
1381-2009,12,4,24,2,0,0,0,6,4,3,2
1381-2010,12,4,18,1,0,1,2,2,2,3,0
1381-2011,0,0,0,0,0,0,0,0,0,0,0
1381-2012,2,0,3,0,0,0,0,1,0,0,1
1381-2013,0,0,0,0,0,0,0,0,0,0,0
1381-2014,8,3,19,0,0,0,0,3,1,0,2
1382-2007,0,0,0,0,0,0,0,0,0,0,0
1382-2008,2,0,2,0,0,0,1,0,0,0,0
1382-2009,2,0,6,0,0,0,1,0,0,0,0
1382-2010,0,0,0,0,0,0,0,0,0,0,0
1382-2011,0,0,0,0,0,0,0,0,0,0,0
1382-2012,0,0,0,0,0,0,0,0,0,0,0
1382-2013,0,0,0,0,0,0,0,0,0,0,0
1382-2014,0,0,0,0,0,0,0,0,0,0,0
1383-2007,0,0,0,0,0,0,0,0,0,0,0
1383-2008,0,0,0,0,0,0,0,0,0,0,0
1383-2009,2,0,4,1,0,1,0,0,0,1,0
1383-2010,0,0,0,0,0,0,0,0,0,0,0
1383-2011,4,0,8,0,0,0,0,1,1,0,0
1383-2012,12,4,23,1,0,1,1,3,3,3,0
1383-2013,21,2,43,3,0,0,1,6,5,5,1
1383-2014,9,1,13,0,0,0,0,2,2,0,0
1384-2007,0,0,0,0,0,0,0,0,0,0,0
1384-2008,5,0,12,1,0,0,0,2,2,4,0
1384-2009,3,0,6,1,0,0,0,1,1,4,0
1384-2010,2,0,5,1,0,0,0,1,1,1,0
1384-2011,23,0,39,3,0,0,0,7,7,6,0
1384-2012,12,1,25,3,0,0,0,4,4,9,0
1384-2013,7,1,11,0,0,0,0,2,2,0,0
1384-2014,12,0,23,3,0,0,0,4,4,3,0
1385-2007,8,0,29,1,0,5,0,0,3,1,0
1385-2008,6,0,21,0,0,3,0,0,3,0,0
1385-2009,23,0,44,1,0,5,1,2,2,3,0
1385-2010,8,0,18,3,0,4,0,0,1,4,0
1385-2011,11,0,27,2,0,3,0,1,4,2,0
1385-2012,14,2,38,0,3,1,0,2,1,0,1
1385-2013,29,0,62,6,0,8,1,1,1,7,0
1385-2014,20,1,43,1,0,5,0,3,2,3,1
1386-2007,13,1,17,2,0,0,3,2,2,4,0
1386-2008,10,0,12,0,0,3,1,1,2,0,0
1386-2009,15,0,19,3,0,3,4,0,1,3,0
1386-2010,13,1,17,3,0,1,4,1,2,5,0
1386-2011,11,0,18,3,0,2,1,2,3,11,0
1386-2012,8,0,12,4,0,1,2,2,2,9,0
1386-2013,23,7,35,3,0,2,5,2,3,3,0
1386-2014,25,3,47,4,0,0,5,6,5,8,1
1387-2007,2,1,4,0,0,0,0,1,1,0,0
1387-2008,2,1,5,0,1,0,0,0,0,0,0
1387-2009,19,6,25,3,2,0,0,5,5,4,0
1387-2010,3,1,5,0,0,0,0,1,1,0,0
1387-2011,11,4,12,1,1,0,0,3,3,1,0
1387-2012,14,1,33,3,0,0,0,7,5,3,2
1387-2013,9,1,16,1,0,0,0,4,4,2,0
1387-2014,12,1,25,3,0,0,0,5,4,9,1
1388-2007,7,0,23,1,0,0,0,3,0,1,3
1388-2008,8,0,41,1,0,0,0,4,1,2,3
1388-2009,12,0,34,0,0,0,1,4,1,0,3
1388-2010,9,0,42,3,0,2,0,4,3,3,1
1388-2011,4,2,12,0,0,0,0,2,1,0,1
1388-2012,7,0,25,2,0,0,0,3,3,3,0
1388-2013,4,0,31,0,0,0,4,0,0,0,0
1388-2014,19,1,64,4,0,1,0,7,4,3,3
1389-2007,0,0,0,0,0,0,0,0,0,0,0
1389-2008,0,0,0,0,0,0,0,0,0,0,0
1389-2009,0,0,0,0,0,0,0,0,0,0,0
1389-2010,0,0,0,0,0,0,0,0,0,0,0
1389-2011,4,1,17,1,0,0,2,0,0,1,0
1389-2012,2,0,18,2,0,0,0,2,1,3,1
1389-2013,4,1,14,1,0,1,0,1,1,1,0
1389-2014,3,0,22,1,0,0,1,2,1,2,1
1391-2007,3,0,13,0,0,0,0,2,2,0,0
1391-2008,2,0,6,0,0,0,1,0,0,0,0
1391-2009,9,5,24,0,0,0,0,2,0,0,2
1391-2010,3,0,6,1,0,0,0,1,1,1,0
1391-2011,4,1,13,1,0,0,0,2,2,1,0
1391-2012,2,0,8,1,0,0,0,1,1,1,0
1391-2013,0,0,0,0,0,0,0,0,0,0,0
1391-2014,14,6,25,1,0,0,0,3,1,2,2
1392-2007,0,0,0,0,0,0,0,0,0,0,0
1392-2008,0,0,0,0,0,0,0,0,0,0,0
1392-2009,0,0,0,0,0,0,0,0,0,0,0
1392-2010,3,1,8,0,0,0,1,1,1,0,0
1392-2011,4,0,7,0,0,0,0,2,2,0,0
1392-2012,0,0,0,0,0,0,0,0,0,0,0
1392-2013,0,0,0,0,0,0,0,0,0,0,0
1392-2014,7,0,11,0,0,0,0,2,1,0,1
1393-2007,3,1,8,0,0,0,2,0,0,0,0
1393-2008,11,5,20,1,0,0,6,0,0,1,0
1393-2009,3,1,7,0,0,0,2,0,0,0,0
1393-2010,5,1,11,1,0,0,4,0,0,2,0
1393-2011,2,0,6,0,0,0,2,0,0,0,0
1393-2012,3,0,10,0,0,0,3,0,0,0,0
1393-2013,3,1,8,1,0,0,1,1,1,3,0
1393-2014,6,0,22,0,0,0,2,2,1,0,1
1394-2007,4,0,9,1,0,0,0,1,1,2,0
1394-2008,8,0,16,0,0,0,1,1,1,0,0
1394-2009,3,0,6,1,0,0,0,2,1,1,1
1394-2010,4,0,13,2,0,0,0,2,2,4,0
1394-2011,8,0,24,3,0,0,0,4,3,2,1
1394-2012,3,0,6,1,0,0,0,1,1,1,0
1394-2013,7,2,15,0,0,0,0,2,2,0,0
1394-2014,4,0,7,0,0,0,0,1,1,0,0
1395-2007,0,0,0,0,0,0,0,0,0,0,0
1395-2008,3,2,7,1,0,0,0,1,1,1,0
1395-2009,0,0,0,0,0,0,0,0,0,0,0
1395-2010,5,3,7,1,0,0,0,1,1,2,0
1395-2011,7,0,13,0,0,0,0,2,0,0,2
1395-2012,3,0,6,0,0,0,0,1,0,0,1
1395-2013,3,0,6,0,0,0,0,1,1,0,0
1395-2014,22,0,37,1,0,0,5,2,0,1,2
1396-2007,2,0,4,0,0,0,2,0,0,0,0
1396-2008,0,0,0,0,0,0,0,0,0,0,0
1396-2009,0,0,0,0,0,0,0,0,0,0,0
1396-2010,0,0,0,0,0,0,0,0,0,0,0
1396-2011,2,0,6,1,0,0,2,0,0,1,0
1396-2012,2,0,6,0,0,0,2,0,0,0,0
1396-2013,1,0,2,1,0,0,0,1,0,1,1
1396-2014,0,0,0,0,0,0,0,0,0,0,0
1397-2007,5,0,15,0,0,0,3,0,0,0,0
1397-2008,0,0,0,0,0,0,0,0,0,0,0
1397-2009,3,0,6,0,0,0,0,1,0,0,1
1397-2010,0,0,0,0,0,0,0,0,0,0,0
1397-2011,3,1,4,0,0,0,0,1,1,0,0
1397-2012,2,0,6,1,0,0,0,1,1,2,0
1397-2013,4,1,5,1,0,0,0,1,1,1,0
1397-2014,5,0,11,2,0,0,0,2,2,3,0
1398-2007,4,0,9,2,0,0,2,0,0,4,0
1398-2008,22,1,35,4,0,0,8,1,1,4,0
1398-2009,8,2,13,1,0,0,2,1,1,4,0
1398-2010,6,1,11,1,0,0,2,1,0,1,1
1398-2011,19,0,33,6,0,0,8,1,1,5,0
1398-2012,13,2,21,3,0,0,1,4,2,5,2
1398-2013,21,1,39,2,0,0,4,5,4,2,1
1398-2014,8,1,20,1,0,0,2,2,1,3,1
1399-2007,0,0,0,0,0,0,0,0,0,0,0
1399-2008,3,0,8,0,0,0,2,0,0,0,0
1399-2009,3,0,5,0,0,0,1,0,0,0,0
1399-2010,4,0,12,0,0,0,2,0,0,0,0
1399-2011,0,0,0,0,0,0,0,0,0,0,0
1399-2012,0,0,0,0,0,0,0,0,0,0,0
1399-2013,0,0,0,0,0,0,0,0,0,0,0
1399-2014,3,0,4,0,0,0,0,1,1,0,0
1400-2007,0,0,0,0,0,0,0,0,0,0,0
1400-2008,2,0,4,0,0,0,0,1,1,0,0
1400-2009,3,0,6,1,0,0,0,1,1,1,0
1400-2010,12,0,22,3,0,0,0,3,3,3,0
1400-2011,0,0,0,0,0,0,0,0,0,0,0
1400-2012,7,0,13,0,0,0,0,2,2,0,0
1400-2013,4,0,6,1,0,0,0,1,1,1,0
1400-2014,0,0,0,0,0,0,0,0,0,0,0
1401-2007,5,2,14,0,0,0,0,3,3,0,0
1401-2008,0,0,0,0,0,0,0,0,0,0,0
1401-2009,11,0,30,1,0,1,0,4,4,2,0
1401-2010,3,0,8,0,0,0,0,2,2,0,0
1401-2011,3,1,9,1,0,0,0,2,2,1,0
1401-2012,1,0,5,0,0,0,0,1,1,0,0
1401-2013,11,0,32,3,0,0,0,8,8,3,0
1401-2014,7,1,13,0,0,0,0,3,1,0,2
1402-2007,9,0,25,0,0,4,0,0,2,0,0
1402-2008,6,0,21,0,0,3,0,0,3,0,0
1402-2009,13,0,29,1,0,4,0,1,1,3,0
1402-2010,16,1,39,1,0,7,0,1,3,2,0
1402-2011,9,2,19,2,0,1,1,1,2,2,0
1402-2012,1,0,5,0,1,0,0,0,0,0,0
1402-2013,18,0,37,5,0,5,0,1,1,9,0
1402-2014,9,2,29,0,0,2,1,2,2,0,0
1403-2007,3,2,3,0,0,1,0,0,0,0,0
1403-2008,0,0,0,0,0,0,0,0,0,0,0
1403-2009,0,0,0,0,0,0,0,0,0,0,0
1403-2010,21,0,56,3,0,1,4,4,3,4,1
1403-2011,16,0,37,1,0,2,0,3,3,2,0
1403-2012,17,1,57,1,0,0,0,10,3,2,7
1403-2013,0,0,0,0,0,0,0,0,0,0,0
1403-2014,12,0,36,1,0,0,1,4,0,1,4
1404-2007,0,0,0,0,0,0,0,0,0,0,0
1404-2008,0,0,0,0,0,0,0,0,0,0,0
1404-2009,25,2,36,2,0,0,0,5,3,3,2
1404-2010,2,0,3,0,0,0,0,1,1,0,0
1404-2011,4,0,6,1,0,0,0,1,1,1,0
1404-2012,0,0,0,0,0,0,0,0,0,0,0
1404-2013,5,0,7,1,0,0,0,2,2,1,0
1404-2014,8,0,17,1,0,0,0,3,3,1,0
1405-2007,0,0,0,0,0,0,0,0,0,0,0
1405-2008,0,0,0,0,0,0,0,0,0,0,0
1405-2009,0,0,0,0,0,0,0,0,0,0,0
1405-2010,0,0,0,0,0,0,0,0,0,0,0
1405-2011,3,0,4,0,0,0,1,0,0,0,0
1405-2012,4,0,12,0,0,0,2,0,0,0,0
1405-2013,5,0,19,0,0,0,0,3,3,0,0
1405-2014,2,0,13,2,0,0,0,2,2,3,0
1406-2007,10,1,23,1,0,0,6,0,0,1,0
1406-2008,5,0,9,0,0,0,2,0,0,0,0
1406-2009,7,1,11,0,0,0,3,0,0,0,0
1406-2010,9,2,19,1,0,0,2,2,2,1,0
1406-2011,5,0,12,0,0,0,0,3,2,0,1
1406-2012,3,0,5,0,0,0,0,1,0,0,1
1406-2013,8,0,17,0,1,0,1,2,0,0,2
1406-2014,5,0,14,1,0,0,1,3,2,1,1
1407-2007,3,0,8,0,0,0,2,0,0,0,0
1407-2008,5,0,12,0,0,0,3,1,0,0,1
1407-2009,0,0,0,0,0,0,0,0,0,0,0
1407-2010,3,0,8,0,0,1,1,0,1,0,0
1407-2011,3,0,5,1,0,0,1,1,1,1,0
1407-2012,5,0,11,1,0,0,2,1,1,1,0
1407-2013,16,0,41,5,0,3,1,6,7,6,0
1407-2014,6,0,13,2,0,0,2,2,2,6,0
1408-2007,5,0,9,0,0,0,0,2,2,0,0
1408-2008,0,0,0,0,0,0,0,0,0,0,0
1408-2009,0,0,0,0,0,0,0,0,0,0,0
1408-2010,0,0,0,0,0,0,0,0,0,0,0
1408-2011,4,0,7,1,0,0,0,2,1,1,1
1408-2012,3,0,5,0,0,0,1,0,0,0,0
1408-2013,4,0,7,1,0,0,0,2,2,6,0
1408-2014,7,0,17,1,0,0,1,2,1,1,1
1409-2007,0,0,0,0,0,0,0,0,0,0,0
1409-2008,2,0,4,1,0,0,0,1,1,2,0
1409-2009,0,0,0,0,0,0,0,0,0,0,0
1409-2010,2,0,3,1,0,0,0,1,1,1,0
1409-2011,0,0,0,0,0,0,0,0,0,0,0
