CLAVE,PUB_YEAR,CITED_DOCS,CITES_3Y,AFFILIATIONS,AUTHORS,INTL_AFIL,Q1Q2,BOOK,CHAPTER,CONFERENCE,JOURNAL,DOCS,CITE_SCORE,BASE_YEAR,YEAR_N
2423,2012,1,2,7,12,3,2,0,0,0,3,3,0.667,2009,4
2423,2013,2,3,12,18,1,4,0,2,1,2,5,0.6,2009,5
2431,2009,4,14,14,32,4,3,0,0,1,5,6,2.333,2009,1
2431,2010,0,0,7,13,3,2,0,0,1,2,3,0,2009,2
2431,2011,0,0,5,9,3,0,0,0,0,2,2,0,2009,3
2431,2012,1,1,2,12,0,0,0,0,0,2,2,0.5,2009,4
2431,2013,2,3,3,9,0,2,0,0,0,2,2,1.5,2009,5
2437,2009,0,0,3,4,1,0,0,0,1,0,1,0,2009,1
2437,2010,2,12,16,29,5,2,0,2,1,4,7,1.714,2009,2
2437,2011,0,0,3,5,1,0,0,0,1,0,1,0,2009,3
2437,2012,5,10,21,35,9,4,0,1,2,4,7,1.429,2009,4
2437,2013,6,26,23,38,13,7,0,0,0,7,7,3.714,2009,5
2447,2009,1,2,4,7,2,0,0,1,0,1,2,1,2009,1
2447,2010,0,0,2,3,1,1,0,0,0,1,1,0,2009,2
2447,2011,1,2,2,5,1,1,0,0,0,1,1,2,2009,3
2447,2012,1,1,5,7,1,1,0,0,0,2,2,0.5,2009,4
2447,2013,1,2,6,8,2,1,0,1,0,1,2,1,2009,5
2466,2009,3,2,10,15,0,0,0,0,3,2,5,0.4,2009,1
2466,2010,0,0,4,7,0,0,0,0,1,1,2,0,2009,2
2466,2011,0,0,6,6,1,1,1,1,0,0,2,0,2009,3
2466,2012,1,1,3,3,0,1,0,0,0,1,1,1,2009,4
2466,2013,0,0,5,6,1,1,0,0,0,2,2,0,2009,5
2469,2009,0,0,1,4,0,1,0,1,0,0,1,0,2009,1
2469,2010,0,0,2,6,0,2,0,2,0,0,2,0,2009,2
2469,2011,1,1,5,7,0,2,0,1,0,2,3,0.333,2009,3
2469,2012,1,1,6,13,0,3,0,1,0,2,3,0.333,2009,4
2469,2013,4,8,10,27,0,5,0,2,0,5,7,1.143,2009,5
2486,2009,1,1,8,14,4,0,0,0,4,0,4,0.25,2009,1
2486,2010,1,13,15,26,6,1,0,0,6,1,7,1.857,2009,2
2486,2011,2,3,18,21,5,1,0,1,3,2,6,0.5,2009,3
2486,2012,3,3,13,16,3,1,0,0,4,1,5,0.6,2009,4
2486,2013,4,12,20,25,5,4,1,0,2,4,7,1.714,2009,5
2493,2009,0,0,2,3,1,0,0,0,1,0,1,0,2009,1
2493,2010,0,0,4,7,2,0,0,0,2,0,2,0,2009,2
2493,2011,0,0,3,4,2,0,0,0,1,0,1,0,2009,3
2493,2012,3,3,8,16,2,0,0,0,3,1,4,0.75,2009,4
2493,2013,2,2,10,21,3,1,0,0,5,1,6,0.333,2009,5
2497,2009,0,0,2,4,0,0,0,0,1,0,1,0,2009,1
2497,2010,0,0,5,13,1,0,0,0,2,0,2,0,2009,2
2497,2011,0,0,2,4,0,1,0,0,0,1,1,0,2009,3
2497,2012,0,0,9,20,0,2,0,0,0,4,4,0,2009,4
2497,2013,1,2,3,8,0,2,0,0,0,2,2,1,2009,5
2508,2009,0,0,2,3,1,0,0,0,1,0,1,0,2009,1
2508,2010,1,1,6,9,2,1,0,0,2,1,3,0.333,2009,2
2508,2011,1,1,7,9,2,2,0,0,1,2,3,0.333,2009,3
2508,2012,0,0,2,4,0,1,0,0,0,1,1,0,2009,4
2508,2013,0,0,3,7,1,1,0,0,0,1,1,0,2009,5
2517,2009,2,5,6,8,4,2,0,0,0,2,2,2.5,2009,1
2517,2010,0,0,2,4,0,0,0,0,1,0,1,0,2009,2
2517,2011,0,0,2,3,0,0,0,0,1,0,1,0,2009,3
2517,2012,0,0,2,4,0,1,0,0,0,1,1,0,2009,4
2517,2013,1,3,5,7,2,1,0,1,0,1,2,1.5,2009,5
2541,2009,0,0,1,3,0,0,0,0,0,1,1,0,2009,1
2541,2010,1,2,2,2,1,0,0,0,1,0,1,2,2009,2
2541,2011,3,5,6,10,2,0,0,0,1,2,3,1.667,2009,3
2541,2012,3,5,7,10,3,1,0,0,1,2,3,1.667,2009,4
2541,2013,2,2,7,14,2,0,1,0,2,1,4,0.5,2009,5
2546,2009,0,0,1,4,0,1,0,1,0,0,1,0,2009,1
2546,2010,0,0,1,2,0,1,0,1,0,0,1,0,2009,2
2546,2011,0,0,5,11,2,2,0,0,1,2,3,0,2009,3
2546,2012,0,0,4,8,2,1,0,1,1,0,2,0,2009,4
2546,2013,2,4,8,18,4,0,0,0,4,0,4,1,2009,5
2574,2009,0,0,6,14,0,1,0,2,3,0,5,0,2009,1
2574,2010,3,5,7,15,3,4,0,4,0,0,4,1.25,2009,2
2574,2011,2,3,5,13,1,4,0,2,0,2,4,0.75,2009,3
2574,2012,1,3,3,5,1,1,0,0,0,1,1,3,2009,4
2574,2013,1,1,4,7,0,1,0,2,0,0,2,0.5,2009,5
2575,2009,0,0,1,3,0,0,0,0,1,0,1,0,2009,1
2575,2010,3,12,4,13,0,1,0,0,3,1,4,3,2009,2
2575,2011,2,9,4,7,1,0,0,0,2,0,2,4.5,2009,3
2575,2012,4,9,19,34,0,3,0,0,5,3,8,1.125,2009,4
2575,2013,4,7,25,39,2,4,0,0,6,5,11,0.636,2009,5
2576,2009,3,8,10,26,5,2,0,2,3,0,5,1.6,2009,1
2576,2010,2,2,7,18,3,0,0,0,3,0,3,0.667,2009,2
2576,2011,3,3,17,37,7,2,0,3,1,3,7,0.429,2009,3
2576,2012,0,0,6,16,3,0,0,0,3,0,3,0,2009,4
2576,2013,1,1,4,6,1,0,0,0,0,1,1,1,2009,5
2586,2009,0,0,2,6,0,0,0,0,2,0,2,0,2009,1
2586,2010,1,9,2,5,0,0,0,0,0,1,1,9,2009,2
2586,2011,1,13,9,25,0,3,0,0,2,4,6,2.167,2009,3
2586,2012,1,10,6,15,0,1,0,0,0,2,2,5,2009,4
2586,2013,1,2,9,23,0,0,0,0,1,2,3,0.667,2009,5
2601,2009,2,3,3,8,0,0,0,0,2,1,3,1,2009,1
2601,2010,4,7,5,17,0,2,0,0,2,3,5,1.4,2009,2
2601,2011,1,1,3,9,0,0,0,0,0,2,2,0.5,2009,3
2601,2012,1,2,1,3,0,0,0,0,0,1,1,2,2009,4
2601,2013,1,1,5,11,2,2,0,0,0,3,3,0.333,2009,5
2602,2009,3,4,4,9,1,0,0,0,3,0,3,1.333,2009,1
2602,2010,1,1,3,5,1,1,0,1,1,0,2,0.5,2009,2
2602,2011,1,1,7,11,4,0,0,0,2,0,2,0.5,2009,3
2602,2012,4,6,18,30,9,3,0,0,2,3,5,1.2,2009,4
2602,2013,1,2,5,12,0,0,0,0,2,1,3,0.667,2009,5
2605,2009,0,0,1,2,0,0,0,0,1,0,1,0,2009,1
2605,2010,1,1,2,4,0,0,0,0,2,0,2,0.5,2009,2
2605,2011,0,0,2,5,0,0,0,0,2,0,2,0,2009,3
2605,2012,0,0,2,4,0,2,0,0,0,2,2,0,2009,4
2605,2013,2,1,9,11,0,3,0,0,1,3,4,0.25,2009,5
2608,2009,1,1,3,5,1,1,0,0,0,1,1,1,2009,1
2608,2010,1,1,7,17,1,1,0,0,2,1,3,0.333,2009,2
2608,2011,1,1,5,17,0,1,0,0,2,1,3,0.333,2009,3
2608,2012,1,3,7,8,2,2,0,0,0,2,2,1.5,2009,4
2608,2013,1,1,6,12,1,1,0,0,1,1,2,0.5,2009,5
2619,2009,1,2,5,10,2,0,0,0,0,1,1,2,2009,1
2619,2010,0,0,18,60,0,0,0,7,0,0,7,0,2009,2
2619,2011,0,0,6,15,0,0,0,1,0,1,2,0,2009,3
2619,2012,0,0,9,20,1,0,0,2,0,1,3,0,2009,4
2619,2013,1,1,6,17,2,0,0,3,0,0,3,0.333,2009,5
2645,2009,0,0,1,3,0,0,0,0,1,0,1,0,2009,1
2645,2010,2,2,7,14,2,2,0,0,1,2,3,0.667,2009,2
2645,2011,1,5,5,9,1,2,0,0,0,2,2,2.5,2009,3
2645,2012,1,5,9,14,4,1,0,1,1,1,3,1.667,2009,4
2645,2013,3,16,16,21,8,4,0,0,0,4,4,4,2009,5
2651,2009,2,5,4,17,0,2,0,0,0,4,4,1.25,2009,1
2651,2010,1,2,8,16,0,1,0,0,2,2,4,0.5,2009,2
2651,2011,2,2,5,12,0,2,0,0,0,3,3,0.667,2009,3
2651,2012,1,7,3,5,2,1,0,0,0,1,1,7,2009,4
2651,2013,0,0,6,10,0,1,0,0,0,2,2,0,2009,5
2653,2009,0,0,2,3,0,1,0,0,0,1,1,0,2009,1
2653,2010,1,1,1,3,0,0,0,0,0,1,1,1,2009,2
2653,2011,3,4,6,12,2,2,0,0,1,2,3,1.333,2009,3
2653,2012,0,0,2,3,1,0,0,0,1,0,1,0,2009,4
2653,2013,0,0,13,24,3,2,0,0,3,2,5,0,2009,5
2654,2009,1,1,10,26,4,1,0,0,1,2,3,0.333,2009,1
2654,2010,1,1,5,14,4,1,0,0,0,1,1,1,2009,2
2654,2011,1,1,5,6,4,1,0,0,0,1,1,1,2009,3
2654,2012,0,0,4,4,3,0,1,0,0,0,1,0,2009,4
2654,2013,1,1,15,28,13,1,1,0,0,1,2,0.5,2009,5
2662,2009,1,2,8,14,0,1,0,1,2,0,3,0.667,2009,1
2662,2010,0,0,9,14,0,1,0,0,1,2,3,0,2009,2
2662,2011,0,0,4,10,0,0,1,0,1,0,2,0,2009,3
2662,2012,0,0,11,18,0,1,0,0,2,2,4,0,2009,4
2662,2013,1,1,1,4,0,0,0,0,1,0,1,1,2009,5
2666,2009,1,1,1,5,0,0,0,0,1,0,1,1,2009,1
2666,2010,5,6,14,38,3,2,0,0,7,2,9,0.667,2009,2
2666,2011,0,0,1,5,0,0,0,0,1,0,1,0,2009,3
2666,2012,3,3,8,24,5,1,0,0,2,1,3,1,2009,4
2666,2013,0,0,6,13,3,0,0,0,2,0,2,0,2009,5
2677,2009,1,1,2,4,0,0,0,1,0,0,1,1,2009,1
2677,2010,1,1,1,3,0,0,0,1,0,0,1,1,2009,2
2677,2011,0,0,1,3,0,0,0,0,1,0,1,0,2009,3
2677,2012,1,3,3,6,0,0,0,0,2,1,3,1,2009,4
2677,2013,2,4,3,9,0,1,0,2,0,1,3,1.333,2009,5
2714,2009,1,4,1,7,0,1,0,0,0,1,1,4,2009,1
2714,2010,1,3,7,25,0,1,0,0,3,1,4,0.75,2009,2
2714,2011,1,2,5,16,0,1,0,1,0,1,2,1,2009,3
2714,2012,1,1,10,29,0,2,0,0,0,5,5,0.2,2009,4
2714,2013,0,0,1,6,0,1,0,0,0,1,1,0,2009,5
2726,2009,0,0,1,5,0,0,0,0,1,0,1,0,2009,1
2726,2010,0,0,2,7,0,0,0,1,1,0,2,0,2009,2
2726,2011,0,0,1,2,0,0,0,0,1,0,1,0,2009,3
2726,2012,1,6,1,2,0,0,0,0,1,0,1,6,2009,4
2726,2013,3,7,5,14,0,1,0,2,2,1,5,1.4,2009,5
2732,2009,0,0,1,4,0,0,0,0,1,0,1,0,2009,1
2732,2010,0,0,1,8,0,0,0,0,1,0,1,0,2009,2
2732,2011,0,0,1,8,0,0,0,0,1,0,1,0,2009,3
2732,2012,5,7,11,44,0,4,0,0,3,4,7,1,2009,4
2732,2013,1,1,2,3,1,0,0,0,0,1,1,1,2009,5
2739,2009,1,1,3,6,1,0,0,0,2,0,2,0.5,2009,1
2739,2010,1,3,2,3,1,0,0,0,1,0,1,3,2009,2
2739,2011,1,2,2,3,1,0,0,0,1,0,1,2,2009,3
2739,2012,1,1,3,4,1,0,0,0,1,0,1,1,2009,4
2739,2013,1,2,7,8,2,1,0,0,1,1,2,1,2009,5
2757,2009,0,0,3,4,0,1,0,1,0,0,1,0,2009,1
2757,2010,1,1,3,4,0,1,0,0,0,1,1,1,2009,2
2757,2011,0,0,7,15,0,2,0,1,1,1,3,0,2009,3
2757,2012,0,0,10,16,0,1,0,1,1,2,4,0,2009,4
2757,2013,1,1,18,24,0,2,0,0,0,5,5,0.2,2009,5
2775,2009,0,0,2,7,0,2,0,0,0,2,2,0,2009,1
2775,2010,0,0,1,4,0,0,0,0,1,0,1,0,2009,2
2775,2011,1,1,1,3,0,1,0,0,0,1,1,1,2009,3
2775,2012,1,1,5,16,0,2,0,0,0,4,4,0.25,2009,4
2775,2013,2,5,2,6,0,2,0,0,0,2,2,2.5,2009,5
2791,2009,1,1,2,3,1,0,0,0,1,0,1,1,2009,1
2791,2010,0,0,4,6,2,0,0,0,2,0,2,0,2009,2
2791,2011,0,0,2,3,1,0,0,0,1,0,1,0,2009,3
2791,2012,2,6,5,6,3,2,0,0,0,2,2,3,2009,4
2791,2013,0,0,4,4,2,0,1,0,0,1,2,0,2009,5
2799,2009,4,4,4,26,0,4,0,0,0,4,4,1,2009,1
2799,2010,1,1,1,7,0,1,0,0,0,1,1,1,2009,2
2799,2011,1,1,3,13,0,1,0,0,0,2,2,0.5,2009,3
2799,2012,2,3,5,18,0,2,0,0,0,3,3,1,2009,4
2799,2013,3,1,3,18,0,2,0,0,0,3,3,0.333,2009,5
2801,2009,2,6,4,13,1,1,0,0,0,2,2,3,2009,1
2801,2010,6,8,14,52,5,3,0,4,0,5,9,0.889,2009,2
2801,2011,2,8,7,20,3,3,0,0,0,3,3,2.667,2009,3
2801,2012,2,7,2,13,0,1,0,0,0,2,2,3.5,2009,4
2801,2013,1,11,4,7,1,1,0,0,0,1,1,11,2009,5
2811,2009,2,8,2,6,0,1,0,1,1,0,2,4,2009,1
2811,2010,2,4,6,9,0,3,0,2,0,1,3,1.333,2009,2
2811,2011,4,3,8,11,0,3,0,2,1,1,4,0.75,2009,3
2811,2012,0,0,3,5,0,1,0,1,0,0,1,0,2009,4
2811,2013,0,0,3,5,0,0,0,1,0,0,1,0,2009,5
2820,2009,1,1,2,6,0,1,0,0,0,1,1,1,2009,1
2820,2010,1,1,7,16,3,2,0,0,0,2,2,0.5,2009,2
2820,2011,0,0,2,8,1,1,0,0,0,1,1,0,2009,3
2820,2012,0,0,3,7,0,0,0,0,0,1,1,0,2009,4
2820,2013,1,1,4,13,0,2,0,0,0,2,2,0.5,2009,5
2822,2009,3,3,7,10,3,0,0,2,1,0,3,1,2009,1
2822,2010,1,1,2,3,1,0,0,0,1,0,1,1,2009,2
2822,2011,1,3,2,3,0,1,0,0,0,1,1,3,2009,3
2822,2012,1,1,4,6,1,0,0,1,1,0,2,0.5,2009,4
2822,2013,1,3,2,3,1,1,0,0,0,1,1,3,2009,5
2823,2009,1,3,12,15,10,2,0,0,0,2,2,1.5,2009,1
2823,2010,0,0,5,8,3,1,0,0,0,1,1,0,2009,2
2823,2011,1,4,19,23,15,2,0,0,1,2,3,1.333,2009,3
2823,2012,2,11,11,15,8,2,0,0,0,3,3,3.667,2009,4
2823,2013,1,3,51,89,44,2,0,1,1,3,5,0.6,2009,5
2830,2009,0,0,4,10,0,0,0,0,2,0,2,0,2009,1
2830,2010,0,0,4,16,0,1,0,0,2,1,3,0,2009,2
2830,2011,0,0,1,2,0,0,0,0,1,0,1,0,2009,3
2830,2012,0,0,2,4,0,0,0,0,1,0,1,0,2009,4
2830,2013,0,0,2,3,0,0,0,0,1,0,1,0,2009,5
2846,2009,1,4,3,4,2,1,0,0,0,1,1,4,2009,1
2846,2010,3,8,12,18,4,3,0,0,0,4,4,2,2009,2
2846,2011,0,0,2,6,1,1,0,0,0,1,1,0,2009,3
2846,2012,1,1,2,6,1,1,0,0,0,1,1,1,2009,4
2846,2013,1,1,3,5,2,1,0,0,0,1,1,1,2009,5
2848,2009,2,3,4,15,0,0,0,0,3,1,4,0.75,2009,1
2848,2010,1,2,4,10,2,0,0,0,2,0,2,1,2009,2
2848,2011,1,2,2,6,1,0,0,0,1,0,1,2,2009,3
2848,2012,7,16,9,35,1,5,0,0,3,5,8,2,2009,4
2848,2013,0,0,4,12,2,0,0,0,2,0,2,0,2009,5
2857,2009,2,8,3,4,1,0,0,0,2,0,2,4,2009,1
2857,2010,1,4,4,7,1,0,0,0,2,0,2,2,2009,2
2857,2011,3,11,6,11,1,2,0,0,2,2,4,2.75,2009,3
2857,2012,4,11,7,16,1,1,0,0,4,1,5,2.2,2009,4
2857,2013,2,5,9,11,1,2,0,0,2,2,4,1.25,2009,5
2860,2009,3,8,10,17,4,0,1,0,3,0,4,2,2009,1
2860,2010,3,8,14,23,3,0,0,0,3,1,4,2,2009,2
2860,2011,1,1,5,9,1,0,0,1,0,0,1,1,2009,3
2860,2012,2,6,11,14,1,1,1,0,0,1,2,3,2009,4
2860,2013,5,9,13,15,1,1,1,0,1,3,5,1.8,2009,5
2872,2009,0,0,3,6,0,0,0,0,1,0,1,0,2009,1
2872,2010,2,2,10,23,0,1,0,0,2,2,4,0.5,2009,2
2872,2011,0,0,10,21,0,0,0,0,3,0,3,0,2009,3
2872,2012,0,0,2,6,0,1,0,0,0,1,1,0,2009,4
2872,2013,1,6,14,32,0,2,0,0,2,2,4,1.5,2009,5
2879,2009,1,1,3,10,0,0,0,0,2,1,3,0.333,2009,1
2879,2010,2,3,9,23,0,3,0,0,3,4,7,0.429,2009,2
2879,2011,2,2,11,25,0,3,0,0,4,3,7,0.286,2009,3
2879,2012,2,4,8,16,0,3,0,0,3,3,6,0.667,2009,4
2879,2013,2,6,7,9,0,2,0,0,1,2,3,2,2009,5
2880,2009,2,4,2,6,0,2,0,2,0,0,2,2,2009,1
2880,2010,1,1,2,4,0,1,0,1,1,0,2,0.5,2009,2
2880,2011,2,3,5,8,2,1,0,1,2,0,3,1,2009,3
2880,2012,0,0,1,3,0,1,0,1,0,0,1,0,2009,4
2880,2013,2,3,8,14,1,2,0,1,2,1,4,0.75,2009,5
2891,2009,3,5,16,31,3,5,0,0,0,7,7,0.714,2009,1
2891,2010,2,2,6,18,2,2,0,0,0,3,3,0.667,2009,2
2891,2011,6,14,29,73,4,11,0,0,1,11,12,1.167,2009,3
2891,2012,3,9,12,29,2,5,0,0,0,5,5,1.8,2009,4
2891,2013,3,3,22,49,7,8,0,0,0,8,8,0.375,2009,5
2895,2009,0,0,3,7,0,1,0,0,0,2,2,0,2009,1
2895,2010,2,4,4,15,0,3,0,0,0,3,3,1.333,2009,2
2895,2011,3,4,7,27,0,4,0,0,0,4,4,1,2009,3
2895,2012,2,5,6,23,0,3,0,0,0,3,3,1.667,2009,4
2895,2013,1,1,1,7,0,0,0,0,0,1,1,1,2009,5
3035,2009,1,4,1,7,0,1,0,0,0,1,1,4,2009,1
3035,2010,0,0,3,7,0,0,0,0,1,0,1,0,2009,2
3035,2011,0,0,4,8,0,1,0,0,0,1,1,0,2009,3
3035,2012,0,0,1,6,0,0,0,0,0,1,1,0,2009,4
3035,2013,0,0,1,6,0,1,0,0,0,1,1,0,2009,5
3043,2009,0,0,6,9,0,0,0,1,0,1,2,0,2009,1
3043,2010,0,0,3,5,0,1,0,0,0,1,1,0,2009,2
3043,2011,0,0,5,8,0,0,1,0,0,1,2,0,2009,3
3043,2012,1,3,7,13,0,1,0,0,1,2,3,1,2009,4
3043,2013,0,0,2,5,0,1,0,0,0,1,1,0,2009,5
3094,2009,1,3,2,6,0,1,0,0,0,1,1,3,2009,1
3094,2010,2,4,3,10,1,2,0,0,0,2,2,2,2009,2
3094,2011,1,2,2,7,1,1,0,0,0,1,1,2,2009,3
3094,2012,1,2,6,10,2,2,0,0,0,2,2,1,2009,4
3094,2013,0,0,2,7,1,1,0,0,0,1,1,0,2009,5
3118,2009,1,2,1,3,0,0,0,0,1,0,1,2,2009,1
3118,2010,1,1,1,3,0,0,0,1,0,0,1,1,2009,2
3118,2011,1,2,3,10,1,1,0,1,1,0,2,1,2009,3
3118,2012,7,15,12,46,2,4,0,1,5,4,10,1.5,2009,4
3118,2013,4,7,11,33,5,0,0,0,6,0,6,1.167,2009,5
3119,2009,1,18,3,4,0,1,0,0,0,1,1,18,2009,1
3119,2010,5,16,17,23,3,2,0,0,2,3,5,3.2,2009,2
3119,2011,3,9,14,22,4,0,0,0,4,0,4,2.25,2009,3
3119,2012,1,13,4,7,0,1,0,0,0,1,1,13,2009,4
3119,2013,3,14,22,31,3,2,0,2,2,2,6,2.333,2009,5
3140,2009,2,2,4,10,0,0,0,0,2,0,2,1,2009,1
3140,2010,0,0,6,12,0,2,0,0,0,2,2,0,2009,2
3140,2011,0,0,7,14,0,3,0,0,0,3,3,0,2009,3
3140,2012,1,1,3,5,0,1,0,0,0,1,1,1,2009,4
3140,2013,0,0,3,4,0,0,0,0,1,0,1,0,2009,5
3162,2009,0,0,3,10,1,0,0,0,2,0,2,0,2009,1
3162,2010,2,3,5,10,1,1,0,0,1,1,2,1.5,2009,2
3162,2011,0,0,5,9,2,1,0,0,0,1,1,0,2009,3
3162,2012,2,9,15,21,6,2,0,0,0,3,3,3,2009,4
3162,2013,0,0,6,12,3,2,0,0,0,2,2,0,2009,5
3262,2009,0,0,1,3,0,0,0,0,1,0,1,0,2009,1
3262,2010,0,0,1,3,0,0,0,1,0,0,1,0,2009,2
3262,2011,0,0,3,4,1,0,0,0,1,0,1,0,2009,3
3262,2012,1,6,3,4,2,1,0,0,0,1,1,6,2009,4
3262,2013,3,5,10,14,7,3,0,0,0,3,3,1.667,2009,5
3319,2009,0,0,3,6,1,0,0,0,1,0,1,0,2009,1
3319,2010,1,2,5,7,3,0,0,1,1,0,2,1,2009,2
3319,2011,1,1,2,4,1,1,0,1,0,0,1,1,2009,3
3319,2012,0,0,3,4,2,1,0,0,0,1,1,0,2009,4
3319,2013,1,1,5,5,3,2,0,0,0,2,2,0.5,2009,5
3337,2009,1,1,1,4,0,0,0,0,0,1,1,1,2009,1
3337,2010,1,1,1,5,0,0,0,0,1,0,1,1,2009,2
3337,2011,2,3,4,12,0,0,0,0,0,2,2,1.5,2009,3
3337,2012,0,0,3,8,1,1,0,0,0,1,1,0,2009,4
3337,2013,1,1,2,4,1,0,0,0,1,0,1,1,2009,5
3338,2009,1,3,2,3,1,0,0,0,1,0,1,3,2009,1
3338,2010,2,3,5,6,2,1,0,0,1,1,2,1.5,2009,2
3338,2011,1,2,2,3,1,0,0,0,1,0,1,2,2009,3
3338,2012,1,1,2,3,1,0,0,0,1,0,1,1,2009,4
3338,2013,1,2,4,6,2,0,0,0,2,0,2,1,2009,5
1,2010,6,6,32,59,18,6,0,0,0,8,8,0.75,2010,1
1,2011,0,0,3,5,0,1,0,0,0,1,1,0,2010,2
1,2012,0,0,7,20,3,3,0,0,0,3,3,0,2010,3
1,2013,1,1,9,23,2,2,0,0,0,3,3,0.333,2010,4
1,2014,0,0,6,12,0,1,0,0,0,2,2,0,2010,5
2,2010,0,0,14,22,0,1,0,0,3,2,5,0,2010,1
2,2011,0,0,7,9,0,1,0,0,1,1,2,0,2010,2
2,2012,1,3,19,33,0,4,1,0,0,6,7,0.429,2010,3
2,2013,2,4,7,13,0,2,0,0,0,3,3,1.333,2010,4
2,2014,1,1,13,23,0,3,0,0,0,5,5,0.2,2010,5
3,2010,3,3,8,18,3,2,0,0,0,3,3,1,2010,1
3,2011,1,5,4,9,2,1,0,0,0,1,1,5,2010,2
3,2012,3,4,13,38,4,5,0,0,0,6,6,0.667,2010,3
3,2013,3,8,23,45,1,7,0,0,1,7,8,1,2010,4
3,2014,1,4,8,13,3,1,0,0,0,2,2,2,2010,5
6,2010,4,5,11,20,4,1,0,0,4,2,6,0.833,2010,1
6,2011,1,2,8,11,3,1,0,0,3,1,4,0.5,2010,2
6,2012,0,0,1,3,0,1,0,0,0,1,1,0,2010,3
6,2013,0,0,1,2,0,0,0,0,0,1,1,0,2010,4
6,2014,0,0,3,4,0,0,0,0,2,0,2,0,2010,5
7,2010,5,9,30,82,0,7,0,1,5,7,13,0.692,2010,1
7,2011,1,2,19,51,0,5,0,2,0,5,7,0.286,2010,2
7,2012,2,3,46,118,3,8,0,0,0,23,23,0.13,2010,3
7,2013,1,1,6,16,4,2,0,0,0,2,2,0.5,2010,4
7,2014,1,1,39,102,2,3,0,2,2,15,19,0.053,2010,5
9,2010,0,0,1,3,0,0,0,0,1,0,1,0,2010,1
9,2011,3,9,9,17,0,4,0,0,0,4,4,2.25,2010,2
9,2012,3,14,12,26,0,5,0,0,0,6,6,2.333,2010,3
9,2013,4,7,14,33,1,5,0,0,1,6,7,1,2010,4
9,2014,0,0,13,29,3,3,0,1,0,4,5,0,2010,5
15,2010,1,2,3,14,0,0,0,1,1,1,3,0.667,2010,1
15,2011,3,8,4,19,0,1,0,0,0,4,4,2,2010,2
15,2012,4,11,9,25,1,0,0,0,2,4,6,1.833,2010,3
15,2013,6,11,13,24,1,3,0,0,0,7,7,1.571,2010,4
15,2014,0,0,1,7,0,0,0,0,1,0,1,0,2010,5
19,2010,0,0,3,5,2,0,0,0,1,0,1,0,2010,1
19,2011,0,0,5,14,2,0,0,0,2,0,2,0,2010,2
19,2012,0,0,1,3,0,1,0,0,0,1,1,0,2010,3
19,2013,3,4,26,49,4,4,1,0,4,8,13,0.308,2010,4
19,2014,1,2,3,6,0,1,0,1,0,1,2,1,2010,5
21,2010,2,5,2,4,0,1,0,0,1,1,2,2.5,2010,1
21,2011,3,8,3,6,0,3,0,0,0,3,3,2.667,2010,2
21,2012,2,6,4,6,1,1,0,0,2,1,3,2,2010,3
21,2013,4,6,6,7,2,4,0,0,0,4,4,1.5,2010,4
21,2014,0,0,3,7,0,1,0,0,1,1,2,0,2010,5
23,2010,1,1,8,26,0,1,0,0,0,4,4,0.25,2010,1
23,2011,1,1,17,39,2,0,0,0,0,8,8,0.125,2010,2
23,2012,0,0,8,18,0,4,0,0,0,4,4,0,2010,3
23,2013,0,0,2,5,0,0,0,0,0,1,1,0,2010,4
23,2014,0,0,2,1,0,0,0,0,0,1,1,0,2010,5
24,2010,3,5,13,34,3,7,0,3,1,6,10,0.5,2010,1
24,2011,2,2,13,36,3,2,1,1,4,3,9,0.222,2010,2
24,2012,7,14,20,40,6,2,0,1,9,2,12,1.167,2010,3
24,2013,8,16,27,59,11,4,0,2,10,4,16,1,2010,4
24,2014,8,16,19,50,4,2,0,3,5,7,15,1.067,2010,5
25,2010,0,0,4,7,1,1,0,1,0,1,2,0,2010,1
25,2011,2,5,7,10,2,2,0,1,0,2,3,1.667,2010,2
25,2012,2,4,17,17,6,3,0,0,0,5,5,0.8,2010,3
25,2013,3,5,16,20,6,6,0,1,0,5,6,0.833,2010,4
25,2014,1,1,7,10,3,3,0,0,0,3,3,0.333,2010,5
28,2010,1,1,1,6,0,0,0,0,0,1,1,1,2010,1
28,2011,2,3,6,25,1,3,0,0,0,4,4,0.75,2010,2
28,2012,0,0,3,9,1,1,0,0,0,2,2,0,2010,3
28,2013,1,2,3,11,1,0,0,0,0,2,2,1,2010,4
28,2014,0,0,2,4,0,0,0,0,0,1,1,0,2010,5
34,2010,1,1,4,14,0,2,0,0,0,2,2,0.5,2010,1
34,2011,1,1,1,8,0,1,0,0,0,1,1,1,2010,2
34,2012,3,6,8,22,0,3,0,0,0,4,4,1.5,2010,3
34,2013,5,5,7,30,0,4,0,0,0,5,5,1,2010,4
34,2014,2,9,7,30,0,2,0,0,0,4,4,2.25,2010,5
35,2010,1,2,8,11,2,3,0,0,0,3,3,0.667,2010,1
35,2011,0,0,2,4,0,1,0,0,0,1,1,0,2010,2
35,2012,0,0,1,5,0,1,0,0,0,1,1,0,2010,3
35,2013,1,2,6,13,1,1,0,0,0,2,2,1,2010,4
35,2014,0,0,2,4,1,1,0,0,0,1,1,0,2010,5
37,2010,5,8,27,45,8,6,0,0,1,6,7,1.143,2010,1
37,2011,4,14,28,44,10,7,0,0,0,7,7,2,2010,2
